features,pm25
"[30.0,80.0,60.0,34.0,60.0,11.0,-4.0,20.0,64.67]",71.0
"[31.0,31.0,47.0,29.0,53.0,-7.0,2.0,-22.0,43.67]",40.0
"[31.0,32.0,22.0,31.0,59.0,1.0,0.0,-27.0,23.33]",23.0
"[31.0,32.0,34.0,30.0,80.0,5.0,1.0,-48.0,36.33]",39.0
"[31.0,32.0,47.0,20.0,67.0,27.0,11.0,-35.0,55.0]",74.0
"[31.0,32.0,160.0,27.0,32.0,-14.0,4.0,0.0,164.67]",146.0
"[31.0,32.0,301.0,25.0,66.0,80.0,6.0,-34.0,327.0]",381.0
"[31.0,33.0,17.0,31.0,66.0,-4.0,0.0,-33.0,17.33]",13.0
"[31.0,33.0,56.0,21.0,51.0,-13.0,10.0,-18.0,52.0]",43.0
"[31.0,34.0,33.0,29.0,55.0,2.0,2.0,-21.0,36.67]",35.0
"[31.0,34.0,96.0,27.0,74.0,7.0,4.0,-40.0,96.33]",103.0
"[31.0,34.0,100.0,20.0,55.0,-4.0,11.0,-21.0,103.0]",96.0
"[31.0,34.0,132.0,27.0,74.0,-2.0,4.0,-40.0,127.67]",130.0
"[31.0,34.0,201.0,27.0,78.0,-9.0,4.0,-44.0,193.67]",192.0
"[31.0,35.0,31.0,28.0,69.0,-6.0,3.0,-34.0,29.67]",25.0
"[31.0,35.0,33.0,21.0,38.0,9.0,10.0,-3.0,34.33]",42.0
"[31.0,35.0,63.0,33.0,60.0,-15.0,-2.0,-25.0,61.0]",48.0
"[31.0,35.0,112.0,20.0,79.0,3.0,11.0,-44.0,112.67]",115.0
"[31.0,36.0,32.0,23.0,47.0,-6.0,8.0,-11.0,31.0]",26.0
"[31.0,36.0,57.0,34.0,64.0,4.0,-3.0,-28.0,54.33]",61.0
"[31.0,37.0,52.0,26.0,52.0,13.0,5.0,-15.0,55.33]",65.0
"[31.0,38.0,59.0,29.0,45.0,-5.0,2.0,-7.0,64.33]",54.0
"[31.0,38.0,64.0,22.0,48.0,-9.0,9.0,-10.0,59.33]",55.0
"[31.0,38.0,119.0,31.0,46.0,29.0,0.0,-8.0,127.0]",148.0
"[31.0,39.0,41.0,29.0,32.0,-3.0,2.0,7.0,38.33]",38.0
"[31.0,39.0,55.0,32.0,74.0,-3.0,-1.0,-35.0,70.33]",52.0
"[31.0,39.0,112.0,20.0,65.0,22.0,11.0,-26.0,113.33]",134.0
"[31.0,40.0,90.0,28.0,66.0,10.0,3.0,-26.0,93.33]",100.0
"[31.0,40.0,97.0,26.0,39.0,-29.0,5.0,1.0,89.33]",68.0
"[31.0,41.0,35.0,20.0,57.0,1.0,11.0,-16.0,38.33]",36.0
"[31.0,41.0,101.0,20.0,71.0,1.0,11.0,-30.0,95.33]",102.0
"[31.0,41.0,110.0,32.0,30.0,-1.0,-1.0,11.0,107.33]",109.0
"[31.0,42.0,132.0,25.0,50.0,14.0,6.0,-8.0,132.0]",146.0
"[31.0,42.0,293.0,34.0,36.0,76.0,-3.0,6.0,314.0]",369.0
"[31.0,43.0,20.0,31.0,74.0,-1.0,0.0,-31.0,19.0]",19.0
"[31.0,43.0,53.0,29.0,75.0,22.0,2.0,-32.0,57.33]",75.0
"[31.0,43.0,67.0,35.0,66.0,-3.0,-4.0,-23.0,69.67]",64.0
"[31.0,43.0,149.0,35.0,47.0,-11.0,-4.0,-4.0,134.67]",138.0
"[31.0,44.0,21.0,32.0,60.0,-1.0,-1.0,-16.0,23.33]",20.0
"[31.0,44.0,72.0,21.0,42.0,-23.0,10.0,2.0,64.67]",49.0
"[31.0,44.0,75.0,22.0,39.0,8.0,9.0,5.0,84.0]",83.0
"[31.0,44.0,89.0,22.0,36.0,7.0,9.0,8.0,88.33]",96.0
"[31.0,44.0,92.0,20.0,42.0,1.0,11.0,2.0,95.67]",93.0
"[31.0,44.0,105.0,26.0,71.0,20.0,5.0,-27.0,110.33]",125.0
"[31.0,45.0,78.0,23.0,62.0,-10.0,8.0,-17.0,75.33]",68.0
"[31.0,46.0,73.0,26.0,56.0,-2.0,5.0,-10.0,71.33]",71.0
"[31.0,46.0,88.0,32.0,68.0,-12.0,-1.0,-22.0,82.67]",76.0
"[31.0,46.0,114.0,22.0,33.0,5.0,9.0,13.0,112.67]",119.0
"[31.0,46.0,137.0,26.0,66.0,-6.0,5.0,-20.0,140.33]",131.0
"[31.0,47.0,91.0,25.0,78.0,3.0,6.0,-31.0,92.33]",94.0
"[31.0,47.0,127.0,23.0,44.0,-47.0,8.0,3.0,123.67]",80.0
"[31.0,48.0,43.0,21.0,77.0,9.0,10.0,-29.0,47.33]",52.0
"[31.0,48.0,89.0,25.0,50.0,-11.0,6.0,-2.0,83.33]",78.0
"[31.0,48.0,112.0,34.0,56.0,-18.0,-3.0,-8.0,99.33]",94.0
"[31.0,49.0,76.0,25.0,42.0,-5.0,6.0,7.0,75.67]",71.0
"[31.0,49.0,86.0,21.0,30.0,-20.0,10.0,19.0,96.67]",66.0
"[31.0,49.0,192.0,26.0,79.0,-9.0,5.0,-30.0,178.33]",183.0
"[31.0,50.0,33.0,27.0,41.0,10.0,4.0,9.0,37.33]",43.0
"[31.0,50.0,35.0,24.0,42.0,-9.0,7.0,8.0,41.33]",26.0
"[31.0,50.0,126.0,24.0,49.0,-5.0,7.0,1.0,128.67]",121.0
"[31.0,50.0,187.0,35.0,32.0,-5.0,-4.0,18.0,181.0]",182.0
"[31.0,50.0,196.0,20.0,41.0,-1.0,11.0,9.0,175.0]",195.0
"[31.0,52.0,122.0,23.0,31.0,-1.0,8.0,21.0,116.67]",121.0
"[31.0,52.0,147.0,29.0,49.0,31.0,2.0,3.0,154.0]",178.0
"[31.0,53.0,25.0,22.0,66.0,-5.0,9.0,-13.0,24.0]",20.0
"[31.0,53.0,32.0,30.0,54.0,-4.0,1.0,-1.0,31.33]",28.0
"[31.0,53.0,73.0,27.0,47.0,18.0,4.0,6.0,73.0]",91.0
"[31.0,53.0,157.0,30.0,43.0,26.0,1.0,10.0,209.67]",183.0
"[31.0,53.0,160.0,30.0,46.0,-32.0,1.0,7.0,149.67]",128.0
"[31.0,53.0,191.0,26.0,37.0,-15.0,5.0,16.0,189.0]",176.0
"[31.0,53.0,261.0,27.0,74.0,-23.0,4.0,-21.0,241.67]",238.0
"[31.0,53.0,277.0,29.0,74.0,34.0,2.0,-21.0,271.67]",311.0
"[31.0,54.0,35.0,31.0,76.0,0.0,0.0,-22.0,35.0]",35.0
"[31.0,54.0,134.0,30.0,77.0,-5.0,1.0,-23.0,131.67]",129.0
"[31.0,55.0,157.0,29.0,40.0,-83.0,2.0,15.0,121.67]",74.0
"[31.0,55.0,323.0,35.0,69.0,-20.0,-4.0,-14.0,313.0]",303.0
"[31.0,56.0,16.0,22.0,74.0,-2.0,9.0,-18.0,15.67]",14.0
"[31.0,56.0,43.0,31.0,50.0,15.0,0.0,6.0,44.67]",58.0
"[31.0,56.0,94.0,20.0,55.0,9.0,11.0,1.0,97.67]",103.0
"[31.0,56.0,103.0,23.0,69.0,-13.0,8.0,-13.0,98.0]",90.0
"[31.0,57.0,216.0,30.0,74.0,32.0,1.0,-17.0,209.67]",248.0
"[31.0,58.0,56.0,22.0,68.0,-17.0,9.0,-10.0,51.67]",39.0
"[31.0,58.0,89.0,28.0,57.0,-17.0,3.0,1.0,85.33]",72.0
"[31.0,59.0,21.0,30.0,36.0,4.0,1.0,23.0,19.67]",25.0
"[31.0,59.0,25.0,26.0,68.0,-3.0,5.0,-9.0,36.67]",22.0
"[31.0,59.0,71.0,25.0,38.0,-7.0,6.0,21.0,60.33]",64.0
"[31.0,59.0,185.0,20.0,74.0,-29.0,11.0,-15.0,185.33]",156.0
"[31.0,59.0,204.0,26.0,78.0,0.0,5.0,-19.0,191.67]",204.0
"[31.0,59.0,349.0,26.0,65.0,-60.0,5.0,-6.0,332.33]",289.0
"[31.0,60.0,81.0,23.0,47.0,11.0,8.0,13.0,81.0]",92.0
"[31.0,62.0,56.0,30.0,31.0,11.0,1.0,31.0,58.0]",67.0
"[31.0,63.0,74.0,25.0,58.0,-10.0,6.0,5.0,66.67]",64.0
"[31.0,63.0,100.0,31.0,40.0,35.0,0.0,23.0,108.33]",135.0
"[31.0,63.0,196.0,35.0,31.0,15.0,-4.0,32.0,204.33]",211.0
"[31.0,64.0,66.0,23.0,57.0,-20.0,8.0,7.0,53.33]",46.0
"[31.0,64.0,156.0,31.0,78.0,-36.0,0.0,-14.0,118.0]",120.0
"[31.0,65.0,44.0,29.0,62.0,19.0,2.0,3.0,48.0]",63.0
"[31.0,65.0,76.0,25.0,43.0,-3.0,6.0,22.0,79.0]",73.0
"[31.0,65.0,143.0,35.0,41.0,-4.0,-4.0,24.0,142.67]",139.0
"[31.0,65.0,192.0,26.0,79.0,-13.0,5.0,-14.0,185.33]",179.0
"[31.0,66.0,14.0,23.0,61.0,3.0,8.0,5.0,15.33]",17.0
"[31.0,66.0,22.0,22.0,38.0,-5.0,9.0,28.0,24.0]",17.0
"[31.0,66.0,122.0,28.0,54.0,-11.0,3.0,12.0,123.33]",111.0
"[31.0,67.0,42.0,27.0,43.0,5.0,4.0,24.0,49.0]",47.0
"[31.0,67.0,97.0,35.0,68.0,8.0,-4.0,-1.0,95.67]",105.0
"[31.0,68.0,44.0,21.0,58.0,15.0,10.0,10.0,45.33]",59.0
"[31.0,68.0,68.0,33.0,76.0,-12.0,-2.0,-8.0,64.33]",56.0
"[31.0,68.0,87.0,32.0,71.0,-8.0,-1.0,-3.0,83.0]",79.0
"[31.0,68.0,213.0,20.0,61.0,-8.0,11.0,7.0,209.67]",205.0
"[31.0,68.0,227.0,27.0,45.0,11.0,4.0,23.0,224.33]",238.0
"[31.0,68.0,321.0,34.0,67.0,-3.0,-3.0,1.0,313.33]",318.0
"[31.0,69.0,27.0,35.0,47.0,-2.0,-4.0,22.0,28.0]",25.0
"[31.0,69.0,34.0,30.0,36.0,20.0,1.0,33.0,41.67]",54.0
"[31.0,69.0,64.0,28.0,32.0,9.0,3.0,37.0,65.67]",73.0
"[31.0,69.0,73.0,29.0,73.0,-3.0,2.0,-4.0,85.67]",70.0
"[31.0,69.0,117.0,29.0,51.0,6.0,2.0,18.0,119.0]",123.0
"[31.0,70.0,26.0,20.0,78.0,-8.0,11.0,-8.0,22.33]",18.0
"[31.0,70.0,26.0,29.0,79.0,-1.0,2.0,-9.0,26.67]",25.0
"[31.0,70.0,162.0,22.0,57.0,-12.0,9.0,13.0,151.0]",150.0
"[31.0,70.0,198.0,26.0,32.0,-21.0,5.0,38.0,196.67]",177.0
"[31.0,70.0,427.0,21.0,77.0,-58.0,10.0,-7.0,323.0]",369.0
"[31.0,71.0,12.0,31.0,39.0,6.0,0.0,32.0,15.33]",18.0
"[31.0,71.0,45.0,25.0,58.0,-13.0,6.0,13.0,46.33]",32.0
"[31.0,71.0,57.0,29.0,68.0,4.0,2.0,3.0,58.67]",61.0
"[31.0,71.0,74.0,27.0,38.0,30.0,4.0,33.0,82.67]",104.0
"[31.0,72.0,34.0,24.0,77.0,-2.0,7.0,-5.0,38.0]",32.0
"[31.0,72.0,61.0,34.0,34.0,-1.0,-3.0,38.0,64.0]",60.0
"[31.0,72.0,64.0,27.0,47.0,-2.0,4.0,25.0,73.33]",62.0
"[31.0,72.0,111.0,35.0,52.0,-9.0,-4.0,20.0,109.33]",102.0
"[31.0,73.0,67.0,35.0,55.0,-7.0,-4.0,18.0,65.33]",60.0
"[31.0,73.0,84.0,28.0,42.0,4.0,3.0,31.0,78.33]",88.0
"[31.0,73.0,250.0,22.0,46.0,-58.0,9.0,27.0,258.33]",192.0
"[31.0,74.0,18.0,31.0,71.0,2.0,0.0,3.0,16.67]",20.0
"[31.0,74.0,106.0,25.0,59.0,13.0,6.0,15.0,112.0]",119.0
"[31.0,74.0,111.0,34.0,35.0,9.0,-3.0,39.0,109.67]",120.0
"[31.0,75.0,73.0,21.0,74.0,7.0,10.0,1.0,74.0]",80.0
"[31.0,75.0,104.0,29.0,60.0,48.0,2.0,15.0,117.67]",152.0
"[31.0,75.0,144.0,32.0,78.0,2.0,-1.0,-3.0,149.33]",146.0
"[31.0,76.0,35.0,34.0,50.0,0.0,-3.0,26.0,35.0]",35.0
"[31.0,76.0,100.25404591644713,27.0,73.0,0.0,4.0,3.0,100.25]",100.25404591644713
"[31.0,77.0,152.0,30.0,54.0,37.0,1.0,23.0,152.0]",189.0
"[31.0,78.0,45.0,32.0,47.0,-5.0,-1.0,31.0,45.33]",40.0
"[31.0,78.0,78.0,28.0,44.0,78.0,3.0,34.0,100.0]",156.0
"[31.0,78.0,156.0,28.0,48.0,0.0,3.0,30.0,164.0]",156.0
"[31.0,78.0,156.0,29.0,69.0,-17.0,2.0,9.0,153.0]",139.0
"[31.0,78.0,303.0,31.0,55.0,5.0,0.0,23.0,311.33]",308.0
"[31.0,79.0,180.0,26.0,69.0,10.0,5.0,10.0,188.33]",190.0
"[31.0,79.0,273.0,29.0,57.0,2.0,2.0,22.0,251.33]",275.0
"[31.0,80.0,100.25404591644713,35.0,34.0,0.0,-4.0,46.0,100.25]",100.25404591644713
"[32.0,30.0,84.0,25.0,74.0,58.0,7.0,-44.0,114.33]",142.0
"[32.0,31.0,81.0,21.0,42.0,4.0,11.0,-11.0,88.75]",85.0
"[32.0,31.0,85.0,26.0,45.0,-8.0,6.0,-14.0,90.0]",77.0
"[32.0,31.0,112.0,32.0,61.0,23.0,0.0,-30.0,115.67]",135.0
"[32.0,31.0,187.0,22.0,63.0,1.0,10.0,-32.0,175.33]",188.0
"[32.0,31.0,200.0,28.0,46.0,20.0,4.0,-15.0,210.33]",220.0
"[32.0,32.0,16.0,25.0,32.0,-3.0,7.0,0.0,16.67]",13.0
"[32.0,32.0,107.0,22.0,36.0,29.0,10.0,-4.0,113.33]",136.0
"[32.0,33.0,48.0,27.0,49.0,0.0,5.0,-16.0,55.0]",48.0
"[32.0,33.0,352.0,28.0,38.0,-51.0,4.0,-5.0,341.0]",301.0
"[32.0,34.0,66.0,22.0,37.0,7.0,10.0,-3.0,68.0]",73.0
"[32.0,34.0,228.0,27.0,50.0,67.0,5.0,-16.0,239.67]",295.0
"[32.0,35.0,107.0,26.0,61.0,9.0,6.0,-26.0,111.33]",116.0
"[32.0,35.0,120.0,22.0,39.0,3.0,10.0,-4.0,126.33]",123.0
"[32.0,36.0,146.0,20.0,47.0,-14.0,12.0,-11.0,141.33]",132.0
"[32.0,36.0,206.0,26.0,38.0,20.0,6.0,-2.0,211.67]",226.0
"[32.0,37.0,25.0,34.0,62.0,19.0,-2.0,-25.0,29.67]",44.0
"[32.0,37.0,46.0,28.0,55.0,-2.0,4.0,-18.0,52.67]",44.0
"[32.0,38.0,31.0,28.0,48.0,13.0,4.0,-10.0,34.67]",44.0
"[32.0,38.0,76.0,31.0,46.0,-9.0,1.0,-8.0,77.0]",67.0
"[32.0,38.0,78.0,33.0,49.0,-11.0,-1.0,-11.0,79.67]",67.0
"[32.0,39.0,44.0,33.0,51.0,3.0,-1.0,-12.0,44.0]",47.0
"[32.0,39.0,79.0,30.0,52.0,3.0,2.0,-13.0,80.33]",82.0
"[32.0,39.0,156.0,27.0,71.0,-1.0,5.0,-32.0,156.33]",155.0
"[32.0,40.0,35.0,26.0,60.0,12.0,6.0,-20.0,35.33]",47.0
"[32.0,40.0,166.0,27.0,53.0,-14.0,5.0,-13.0,155.0]",152.0
"[32.0,41.0,14.0,31.0,56.0,9.0,1.0,-15.0,17.67]",23.0
"[32.0,41.0,88.0,33.0,65.0,1.0,-1.0,-24.0,96.0]",89.0
"[32.0,41.0,100.0,33.0,58.0,11.0,-1.0,-17.0,101.0]",111.0
"[32.0,42.0,40.0,20.0,45.0,-1.0,12.0,-3.0,40.0]",39.0
"[32.0,42.0,59.0,26.0,68.0,-26.0,6.0,-26.0,59.0]",33.0
"[32.0,42.0,97.0,34.0,44.0,19.0,-2.0,-2.0,102.0]",116.0
"[32.0,42.0,119.0,28.0,36.0,-12.0,4.0,6.0,114.67]",107.0
"[32.0,42.0,211.0,28.0,39.0,-15.0,4.0,3.0,211.67]",196.0
"[32.0,43.0,165.0,21.0,70.0,-27.0,11.0,-27.0,164.33]",138.0
"[32.0,43.0,174.0,28.0,37.0,-73.74595408355287,4.0,6.0,148.08]",100.25404591644713
"[32.0,43.0,245.0,31.0,62.0,25.0,1.0,-19.0,236.67]",270.0
"[32.0,44.0,31.0,25.0,53.0,3.0,7.0,-9.0,33.67]",34.0
"[32.0,44.0,71.0,21.0,48.0,-11.0,11.0,-4.0,67.67]",60.0
"[32.0,44.0,80.0,35.0,43.0,-7.0,-3.0,1.0,76.33]",73.0
"[32.0,45.0,56.0,22.0,36.0,4.0,10.0,9.0,60.0]",60.0
"[32.0,45.0,64.0,22.0,73.0,-4.0,10.0,-28.0,61.0]",60.0
"[32.0,45.0,74.0,24.0,70.0,47.0,8.0,-25.0,88.0]",121.0
"[32.0,45.0,128.0,24.0,60.0,6.0,8.0,-15.0,124.33]",134.0
"[32.0,46.0,71.0,30.0,80.0,-12.0,2.0,-34.0,63.33]",59.0
"[32.0,46.0,91.0,20.0,57.0,-3.0,12.0,-11.0,90.67]",88.0
"[32.0,46.0,168.0,22.0,64.0,15.0,10.0,-18.0,178.0]",183.0
"[32.0,46.0,371.0,22.0,51.0,-28.0,10.0,-5.0,357.0]",343.0
"[32.0,48.0,43.0,28.0,62.0,9.0,4.0,-14.0,43.33]",52.0
"[32.0,48.0,100.25404591644713,23.0,37.0,0.0,9.0,11.0,100.25]",100.25404591644713
"[32.0,48.0,111.0,25.0,67.0,-23.0,7.0,-19.0,117.0]",88.0
"[32.0,48.0,111.0,34.0,77.0,-39.0,-2.0,-29.0,101.33]",72.0
"[32.0,49.0,70.0,28.0,43.0,-11.0,4.0,6.0,65.67]",59.0
"[32.0,49.0,79.0,26.0,43.0,37.0,6.0,6.0,83.0]",116.0
"[32.0,49.0,126.0,30.0,71.0,51.0,2.0,-22.0,135.67]",177.0
"[32.0,50.0,39.0,24.0,60.0,70.0,8.0,-10.0,65.0]",109.0
"[32.0,50.0,67.0,22.0,70.0,-1.0,10.0,-20.0,63.0]",66.0
"[32.0,50.0,100.25404591644713,24.0,59.0,0.0,8.0,-9.0,100.25]",100.25404591644713
"[32.0,51.0,47.0,26.0,71.0,-6.0,6.0,-20.0,50.33]",41.0
"[32.0,51.0,96.0,27.0,59.0,-19.0,5.0,-8.0,94.33]",77.0
"[32.0,52.0,55.0,31.0,38.0,7.0,1.0,14.0,60.33]",62.0
"[32.0,53.0,78.0,24.0,64.0,-6.0,8.0,-11.0,90.33]",72.0
"[32.0,53.0,310.0,23.0,67.0,-209.74595408355287,9.0,-14.0,240.42]",100.25404591644713
"[32.0,54.0,17.0,25.0,67.0,1.0,7.0,-13.0,16.67]",18.0
"[32.0,54.0,148.0,26.0,55.0,-8.0,6.0,-1.0,142.67]",140.0
"[32.0,55.0,61.0,27.0,55.0,23.0,5.0,0.0,63.0]",84.0
"[32.0,55.0,74.0,30.0,37.0,-16.0,2.0,18.0,58.67]",58.0
"[32.0,55.0,155.0,27.0,46.0,-23.0,5.0,9.0,168.0]",132.0
"[32.0,56.0,139.0,31.0,65.0,-12.0,1.0,-9.0,136.33]",127.0
"[32.0,56.0,277.0,35.0,34.0,19.0,-3.0,22.0,276.67]",296.0
"[32.0,56.0,331.0,29.0,56.0,49.0,3.0,0.0,323.33]",380.0
"[32.0,57.0,57.0,25.0,32.0,-6.0,7.0,25.0,57.0]",51.0
"[32.0,58.0,49.0,32.0,54.0,26.0,0.0,4.0,56.33]",75.0
"[32.0,58.0,65.0,27.0,45.0,17.0,5.0,13.0,82.0]",82.0
"[32.0,58.0,106.0,20.0,30.0,-15.0,12.0,28.0,92.33]",91.0
"[32.0,58.0,107.0,26.0,65.0,10.0,6.0,-7.0,110.67]",117.0
"[32.0,59.0,25.0,31.0,69.0,4.0,1.0,-10.0,27.0]",29.0
"[32.0,59.0,27.0,29.0,53.0,7.0,3.0,6.0,29.0]",34.0
"[32.0,59.0,227.0,32.0,73.0,-10.0,0.0,-14.0,225.33]",217.0
"[32.0,60.0,29.0,33.0,45.0,-8.0,-1.0,15.0,32.0]",21.0
"[32.0,60.0,32.0,29.0,64.0,0.0,3.0,-4.0,35.0]",32.0
"[32.0,60.0,38.0,28.0,70.0,-3.0,4.0,-10.0,37.67]",35.0
"[32.0,60.0,58.0,29.0,59.0,-1.0,3.0,1.0,59.33]",57.0
"[32.0,60.0,136.0,30.0,72.0,-6.0,2.0,-12.0,128.33]",130.0
"[32.0,61.0,23.0,26.0,67.0,3.0,6.0,-6.0,25.33]",26.0
"[32.0,61.0,78.0,31.0,48.0,5.0,1.0,13.0,83.33]",83.0
"[32.0,61.0,100.0,29.0,34.0,12.0,3.0,27.0,88.67]",112.0
"[32.0,61.0,142.0,29.0,38.0,7.0,3.0,23.0,138.0]",149.0
"[32.0,62.0,54.0,35.0,80.0,39.0,-3.0,-18.0,68.0]",93.0
"[32.0,62.0,79.0,33.0,76.0,5.0,-1.0,-14.0,79.0]",84.0
"[32.0,62.0,80.0,25.0,39.0,-2.0,7.0,23.0,75.33]",78.0
"[32.0,62.0,253.0,23.0,65.0,-2.0,9.0,-3.0,252.0]",251.0
"[32.0,63.0,48.0,22.0,30.0,-1.0,10.0,33.0,50.67]",47.0
"[32.0,63.0,191.0,35.0,33.0,7.0,-3.0,30.0,202.0]",198.0
"[32.0,64.0,79.0,20.0,73.0,-10.0,12.0,-9.0,87.67]",69.0
"[32.0,64.0,148.0,31.0,38.0,5.0,1.0,26.0,140.0]",153.0
"[32.0,65.0,34.0,34.0,33.0,9.0,-2.0,32.0,40.33]",43.0
"[32.0,65.0,47.0,32.0,63.0,-8.0,0.0,2.0,44.67]",39.0
"[32.0,65.0,115.0,28.0,57.0,19.0,4.0,8.0,122.33]",134.0
"[32.0,65.0,217.0,28.0,54.0,-14.0,4.0,11.0,192.0]",203.0
"[32.0,66.0,48.0,24.0,41.0,-21.0,8.0,25.0,43.67]",27.0
"[32.0,66.0,48.0,29.0,50.0,-5.0,3.0,16.0,47.33]",43.0
"[32.0,66.0,84.0,32.0,55.0,6.0,0.0,11.0,78.33]",90.0
"[32.0,66.0,119.0,28.0,80.0,-1.0,4.0,-14.0,122.0]",118.0
"[32.0,67.0,113.0,25.0,32.0,0.0,7.0,35.0,115.33]",113.0
"[32.0,68.0,43.0,31.0,33.0,-12.0,1.0,35.0,43.33]",31.0
"[32.0,68.0,46.0,22.0,44.0,13.0,10.0,24.0,56.33]",59.0
"[32.0,68.0,50.0,25.0,62.0,-5.0,7.0,6.0,49.33]",45.0
"[32.0,68.0,84.0,22.0,57.0,4.0,10.0,11.0,97.0]",88.0
"[32.0,69.0,23.0,25.0,34.0,3.0,7.0,35.0,24.33]",26.0
"[32.0,69.0,46.0,20.0,36.0,-2.0,12.0,33.0,44.33]",44.0
"[32.0,69.0,102.0,30.0,30.0,-5.0,2.0,39.0,101.33]",97.0
"[32.0,69.0,109.0,29.0,59.0,-16.0,3.0,10.0,107.0]",93.0
"[32.0,69.0,148.0,28.0,64.0,0.0,4.0,5.0,141.33]",148.0
"[32.0,71.0,23.0,34.0,33.0,-3.0,-2.0,38.0,21.67]",20.0
"[32.0,71.0,28.0,29.0,79.0,17.0,3.0,-8.0,31.0]",45.0
"[32.0,71.0,83.0,23.0,48.0,4.0,9.0,23.0,85.0]",87.0
"[32.0,71.0,183.0,31.0,53.0,15.0,1.0,18.0,179.33]",198.0
"[32.0,73.0,65.0,28.0,73.0,-11.0,4.0,0.0,60.0]",54.0
"[32.0,73.0,66.0,28.0,41.0,4.0,4.0,32.0,62.0]",70.0
"[32.0,73.0,102.0,27.0,45.0,3.0,5.0,28.0,99.33]",105.0
"[32.0,73.0,232.0,22.0,33.0,-5.0,10.0,40.0,237.33]",227.0
"[32.0,74.0,76.0,21.0,38.0,12.0,11.0,36.0,75.0]",88.0
"[32.0,74.0,104.0,22.0,62.0,-49.0,10.0,12.0,89.33]",55.0
"[32.0,74.0,105.0,30.0,66.0,30.0,2.0,8.0,114.67]",135.0
"[32.0,74.0,173.0,33.0,64.0,-8.0,-1.0,10.0,185.0]",165.0
"[32.0,75.0,75.0,34.0,72.0,5.0,-2.0,3.0,71.67]",80.0
"[32.0,75.0,123.0,31.0,69.0,19.0,1.0,6.0,127.33]",142.0
"[32.0,75.0,129.0,24.0,39.0,66.0,8.0,36.0,147.0]",195.0
"[32.0,75.0,179.0,30.0,72.0,20.0,2.0,3.0,177.33]",199.0
"[32.0,76.0,39.0,21.0,72.0,-9.0,11.0,4.0,34.67]",30.0
"[32.0,76.0,53.0,25.0,35.0,-19.0,7.0,41.0,48.67]",34.0
"[32.0,76.0,114.0,34.0,56.0,2.0,-2.0,20.0,115.33]",116.0
"[32.0,76.0,136.0,27.0,40.0,-16.0,5.0,36.0,132.33]",120.0
"[32.0,77.0,46.0,34.0,58.0,-15.0,-2.0,19.0,51.0]",31.0
"[32.0,77.0,94.0,26.0,68.0,-15.0,6.0,9.0,88.33]",79.0
"[32.0,77.0,150.0,31.0,70.0,-57.0,1.0,7.0,135.0]",93.0
"[32.0,78.0,59.0,31.0,56.0,4.0,1.0,22.0,62.0]",63.0
"[32.0,78.0,63.0,22.0,40.0,-7.0,10.0,38.0,58.33]",56.0
"[32.0,78.0,112.0,30.0,33.0,18.0,2.0,45.0,117.0]",130.0
"[32.0,78.0,158.0,30.0,51.0,-14.0,2.0,27.0,158.67]",144.0
"[32.0,79.0,36.0,22.0,49.0,23.0,10.0,30.0,40.67]",59.0
"[32.0,79.0,51.0,27.0,59.0,-24.0,5.0,20.0,41.67]",27.0
"[32.0,79.0,52.0,20.0,76.0,-25.0,12.0,3.0,39.67]",27.0
"[32.0,79.0,62.0,26.0,74.0,20.0,6.0,5.0,65.67]",82.0
"[32.0,80.0,17.0,30.0,77.0,-7.0,2.0,3.0,15.0]",10.0
"[32.0,80.0,29.0,23.0,74.0,1.0,9.0,6.0,30.0]",30.0
"[32.0,80.0,100.25404591644713,26.0,60.0,0.0,6.0,20.0,100.25]",100.25404591644713
"[32.0,80.0,118.0,29.0,34.0,-1.0,3.0,46.0,111.67]",117.0
"[33.0,32.0,92.0,28.0,71.0,1.0,5.0,-39.0,82.67]",93.0
"[33.0,33.0,132.0,33.0,46.0,6.0,0.0,-13.0,132.33]",138.0
"[33.0,33.0,145.0,24.0,53.0,-28.0,9.0,-20.0,135.67]",117.0
"[33.0,33.0,170.0,25.0,64.0,-24.0,8.0,-31.0,151.67]",146.0
"[33.0,34.0,25.0,28.0,41.0,3.0,5.0,-7.0,26.0]",28.0
"[33.0,36.0,36.0,35.0,31.0,-10.0,-2.0,5.0,37.67]",26.0
"[33.0,36.0,87.0,35.0,71.0,-25.0,-2.0,-35.0,79.33]",62.0
"[33.0,36.0,135.0,31.0,63.0,2.0,2.0,-27.0,124.0]",137.0
"[33.0,37.0,50.0,33.0,46.0,9.0,0.0,-9.0,53.33]",59.0
"[33.0,37.0,72.0,22.0,74.0,14.0,11.0,-37.0,74.0]",86.0
"[33.0,37.0,102.0,22.0,67.0,-17.0,11.0,-30.0,109.67]",85.0
"[33.0,38.0,60.0,28.0,31.0,15.0,5.0,7.0,59.0]",75.0
"[33.0,38.0,77.0,29.0,70.0,65.0,4.0,-32.0,97.33]",142.0
"[33.0,39.0,72.0,30.0,50.0,9.0,3.0,-11.0,72.0]",81.0
"[33.0,40.0,26.0,33.0,36.0,-5.0,0.0,4.0,27.67]",21.0
"[33.0,40.0,27.0,35.0,57.0,-3.0,-2.0,-17.0,25.0]",24.0
"[33.0,40.0,56.0,31.0,68.0,13.0,2.0,-28.0,64.33]",69.0
